Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
"I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,550.0,380.0,2.0,0,8900000,85000.0,7.0,16180.0,1.0,1.0
"Lokhandwala Green Meadows, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,515.0,421.0,1.0,1,9600000,95999.99962,7.0,18640.0,1.0,1.0
"Oberoi Splendor Grande, Kondivita, Andheri East, Mumbai",Ready to move,Semi Furnished,1820.0,1417.768178,2.0,2,73000000,73000000.0,27.0,40110.0,3.0,3.0
"Sara Unione, Postal Colony, Chembur, Mumbai",Ready to move,Semi Furnished,1572.0,1310.0,2.0,2,47500000,480000.0,12.0,30220.0,3.0,3.0
"Bhoomi Elegant, Gokul Garden VWX, Kandivali East, Mumbai",Ready to move,Semi Furnished,585.0,420.0,2.0,1,9000000,98000.0,8.0,15380.0,1.0,1.0
"Leena Bhairav Residency, Gaurav City, Mira Road East, Mumbai",Ready to move,Semi Furnished,870.0,650.0,2.0,1,11500000,200000.0,15.0,13220.0,2.0,2.0
"Aaditya Evergreen Woods, Natwar Nagar, Andheri East, Mumbai",Ready to move,Unfurnished,380.0,290.0,1.0,0,8600000,86000.0,11.0,22630.0,1.0,1.0
"NL Himalaya, Vaishali Nagar, Dahisar East, Mumbai",Ready to move,Unfurnished,1250.0,800.0274573,1.0,1,19500000,19500000.0,18.0,15600.0,3.0,3.0
"Chedda Sadan, Churchgate, Mumbai",Ready to move,Fully Furnished,3000.0,2150.004841,1.197159028,1,170000000,170000000.0,5.0,56670.0,3.0,1.0
"Sethia Imperial Avenue, Padmaba Nagar, Malad East, Mumbai",Ready to move,Fully Furnished,600.0,308.0,2.0,1,8500000,83397.27013,40.0,14170.0,1.0,1.0
"Kohinoor City, Vidya Vihar West, Kurla West, Mumbai",Ready to move,Semi Furnished,890.0,660.0,1.0,1,21000000,210000.0,7.0,23590.0,2.0,2.0
"Siddhi Aura, Bhim Nagar, Andheri East, Mumbai",Ready to move,Semi Furnished,1251.0,1030.0,3.0,2,37600000,380000.0,14.0,30050.0,3.0,3.0
"Mangrove chs ltd, Naigaon West, Mumbai",Ready to move,Unfurnished,580.0,388.9868664,2.0,3,3000000,57923.29638,3.0,5170.0,1.0,2.0
"Park Road, Vile Parle East, Mumbai",Ready to move,Fully Furnished,1800.0,1364.085023,1.0,1,50000000,50000000.0,5.0,27780.0,3.0,3.0
"SD Epsilon, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,1295.0,1037.0,2.0,1,33500000,340000.0,38.0,25870.0,3.0,3.0
"HDIL Dheeraj Enclave 1, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,585.0,410.0,1.0,1,10000000,100000.0,7.0,17090.0,1.0,1.0
"Sandor, Vasai West, Mumbai",Ready to move,Semi Furnished,1200.0,796.19816,3.0,1,8500000,79219.51436,4.0,7080.0,3.0,2.0
"DB Woods, Gokuldham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2150.0,1950.0,3.0,1,46000000,460000.0,45.0,21390.0,3.0,3.0
"Kinjal  chs, Gowalia Tank, Tardeo, Mumbai",Ready to move,Semi Furnished,1300.0,1234.745237,1.0,1,60000000,60000000.0,21.0,46150.0,3.0,3.0
"Srishti Elegance, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,400.0,377.0,2.0,1,7800000,61480.04853,22.0,19500.0,1.0,1.0
"Salangpur Salasar Aarpan, Kanakia Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,730.0,505.0,2.0,1,6550000,65000.0,8.0,8970.0,1.0,1.0
"Kukreja Chembur Heights, Sindhi Society, Chembur, Mumbai",Ready to move,Semi Furnished,1350.0,950.0,3.0,1,31000000,300000.0,16.0,22960.0,3.0,3.0
"Kalpataru Radiance, Siddharth Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,950.0,905.0,2.0,1,32000000,31814890.65,34.0,33680.0,2.0,2.0
"Lodha Tierra, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,425.0,425.0,2.0,1,5800000,58000.0,38.0,13650.0,1.0,1.0
"Adiraj Adiraj Status, Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,1100.0,750.0,1.0,1,5100000,120000.0,14.0,4640.0,2.0,2.0
"K Raheja Interface Heights, Mindspace, Malad West, Mumbai",Ready to move,Semi Furnished,1150.0,800.0,2.0,1,24000000,240000.0,17.0,20870.0,2.0,2.0
"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2100.0,1350.0,4.0,3,115000000,1150000.0,45.0,54760.0,4.0,4.0
"Romell Orbis, Tarun Bharat, Andheri East, Mumbai",Ready to move,Unfurnished,712.0,612.0,2.0,1,17000000,0.0,18.0,23880.0,2.0,2.0
"Vile Parle East, Mumbai",Ready to move,Unfurnished,732.0,675.0,2.0,1,21000000,230000.0,8.0,28690.0,2.0,2.0
"Greenspace Platinum Oak, Virat Nagar, Virar West, Mumbai",Ready to move,Fully Furnished,1100.0,618.494344,1.0,2,5500000,0.0,4.0,5000.0,2.0,2.0
"Ashford Royale, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,1350.0,1241.0,3.0,2,36000000,360000.0,36.0,26670.0,2.0,2.0
"Indus Nallasopara West, Wagholi, Nalasopara West, Mumbai",Ready to move,Semi Furnished,575.0,374.1441594,2.0,1,2900000,58481.16182,9.0,5040.0,1.0,1.0
"Jari Mari Nagar, Vasai West, Mumbai",Ready to move,Unfurnished,555.0,384.2478175,2.0,0,3300000,41987.29675,4.0,5950.0,1.0,1.0
"Parinee Adney, Lal Bahadur Shastri Nagar, Dahisar West, Mumbai",Ready to move,Unfurnished,950.0,638.0,2.0,2,17000000,14045798.89,22.0,17890.0,2.0,2.0
"RNA NG Eclat, Yamuna Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1600.0,1250.0,3.0,2,43000000,430000.0,38.0,26880.0,3.0,3.0
"Runwal Forest Tower 5 To 8, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,771.0,471.0,2.0,1,20500000,200000.0,40.0,26590.0,2.0,2.0
"Veera chs, Azad Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1050.0,842.8888136,1.0,0,25000000,25000000.0,18.0,23810.0,2.0,2.0
"Adani Western Heights, Bhudargarh Colony, Andheri West, Mumbai",Ready to move,Unfurnished,1400.0,1100.0,3.0,2,41100000,410000.0,30.0,29360.0,3.0,3.0
"Nirav society, Kandarpada, Dahisar West, Mumbai",Ready to move,Unfurnished,600.0,449.8129754,1.0,0,7300000,149656.0448,9.0,12170.0,1.0,1.0
"excellent tower, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Unfurnished,460.0,371.8777697,1.0,1,7500000,75000.00221,26.0,16300.0,1.0,2.0
"Rajesh White City, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,1240.0,830.0,2.0,1,22000000,220000.0,41.0,17740.0,2.0,2.0
"Sanghvi Ecocity Phase 3, Beverly Park, Mira Road East, Mumbai",Ready to move,Unfurnished,650.0,410.0,2.0,1,7500000,95832.1602,27.0,11540.0,1.0,1.0
"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Fully Furnished,1550.0,1400.0,3.0,2,54000000,540000.0,43.0,34840.0,3.0,3.0
"Bhoomi Acropolis 2, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,630.0,410.0,2.0,0,3200000,51000.0,15.0,5080.0,1.0,1.0
"Willy apt, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,1000.0,729.0221694,1.0,0,22000000,22000000.0,5.0,22000.0,2.0,3.0
"Bhakti Park, Wadala East, Mumbai",Ready to move,Fully Furnished,1255.0,950.0,3.0,1,25500000,250000.0,17.0,20320.0,3.0,3.0
"Dharti Pressidio, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,500.0,419.0,1.0,0,8500000,85000.0,23.0,17000.0,1.0,1.0
"Chetana Kailash Heights, Yashvant Viva TownShip, Vasai East, Mumbai",Ready to move,Unfurnished,680.0,414.0,2.0,2,3775000,71000.0,7.0,5550.0,1.0,1.0
"Reliance Tilak Nagar Nisarg Co Op Hsg Soc Ltd, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,812.0,512.0,2.0,1,13500000,140000.0,15.0,16630.0,2.0,2.0
"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,912.0,912.0,3.0,2,27000000,270000.0,45.0,29610.0,3.0,3.0
"Esquire Skytower, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Unfurnished,880.0,437.7374266,1.0,0,11900000,11900000.0,21.0,13520.0,2.0,2.0
"Hiranandani Garden Eldora, Ramabai Ambedkar Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1755.0,1400.0,3.0,1,64500000,650000.0,36.0,36750.0,3.0,3.0
"Romell Orbis, Tarun Bharat, Andheri East, Mumbai",Ready to move,Unfurnished,958.0,858.0,3.0,1,24800000,0.0,18.0,25890.0,3.0,3.0
"Sadguru Sky Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,1265.0,885.0,2.0,1,8500000,79625.9465,9.0,6720.0,3.0,3.0
"Lodha Bel Air, Momin Nagar, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,967.0,806.0,2.0,1,28000000,280000.0,21.0,28950.0,3.0,3.0
"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,900.0,751.0015105,1.0,1,23500000,23500000.0,15.0,26110.0,2.0,2.0
"viva akanshya complex, Manevale Pada, Nalasopara East, Mumbai",Ready to move,Semi Furnished,750.0,499.4012741,3.0,1,4000000,55573.5637,7.0,5330.0,2.0,2.0
"Naya Nagar, Mira Road East, Mumbai",Ready to move,Semi Furnished,1200.0,1030.564552,2.0,2,12500000,200000.0,7.0,10420.0,3.0,2.0
"Adani Estates Western Heights Phase 1 Residential, Bhudargarh Colony, Andheri West, Mumbai",Ready to move,Fully Furnished,1800.0,1153.0,3.0,2,55000000,550000.0,29.0,30550.0,3.0,3.0
"Kailash Tower, Agashi, Virar West, Mumbai",Ready to move,Semi Furnished,650.0,550.0,2.0,0,3750000,74998.55557,12.0,5770.0,2.0,2.0
"Hubtown Harmony, Brahmnwada, Matunga East, Mumbai",Ready to move,Unfurnished,750.0,600.0,2.0,1,18500000,190000.0,17.0,24670.0,3.0,3.0
"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1450.0,1049.0,3.0,1,32000000,320000.0,62.0,22070.0,3.0,3.0
"gaurav garden complex, Sector 6 Charkop, Kandivali West, Mumbai",Ready to move,Semi Furnished,450.0,442.1993603,1.0,1,8300000,42612.3228,7.0,18440.0,1.0,2.0
"Hiranandani Zen Atlantis, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1250.0,771.0,2.0,2,36800000,370000.0,27.0,29440.0,2.0,2.0
"Acropolis, Global City, Virar West, Mumbai",Ready to move,Unfurnished,620.0,415.0,1.0,1,2950000,0.0,14.0,4760.0,1.0,1.0
"Shapoorji Pallonji Vicinia, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1300.0,888.0,2.0,2,26500000,260000.0,20.0,20380.0,2.0,2.0
"Spenta Palazzio, Sakinaka, Mumbai",Ready to move,Unfurnished,1500.0,940.0,3.0,1,21000000,210000.0,12.0,14000.0,3.0,3.0
"ACME Oasis, Hanuman Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,1500.0,1000.0,3.0,1,23000000,230000.0,38.0,15330.0,3.0,3.0
"MHADA Colony, Juhu, Mumbai",Ready to move,Unfurnished,1100.0,919.2033152,1.0,2,50000000,50000000.0,14.0,45450.0,3.0,3.0
"K Raheja Interface Heights, Mindspace, Malad West, Mumbai",Ready to move,Semi Furnished,1150.0,925.0,3.0,0,38200000,380000.0,20.0,33220.0,3.0,3.0
"Lodha Splendora Riverview, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,900.0,703.0,2.0,1,11000000,110000.0,34.0,12220.0,2.0,2.0
"Aasamanta Krupa, Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Unfurnished,775.0,675.0,2.0,1,22500000,230000.0,9.0,29030.0,2.0,2.0
"Gulmohar Colony, Juhu, Mumbai",Ready to move,Semi Furnished,920.0,1227.938885,1.0,1,40000000,40000000.0,8.0,43480.0,2.0,2.0
"dosti oro67, Sai Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,600.0,510.9511557,1.0,1,11800000,11800000.0,22.0,19670.0,1.0,2.0
"Rose Minar CHS, Mount Mary, Bandra West, Mumbai",Ready to move,Unfurnished,1100.0,950.0,3.0,1,45000000,450000.0,9.0,40910.0,3.0,3.0
"Lodha Splendora Platino D, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,1124.0,1124.0,3.0,1,13500000,140000.0,38.0,12010.0,3.0,3.0
"Chembur East, Chembur, Mumbai",Ready to move,Unfurnished,730.0,685.479166,1.0,1,19500000,19500000.0,13.0,26710.0,2.0,2.0
"Byculla West, Byculla, Mumbai",Ready to move,Semi Furnished,998.0,652.8658237,1.0,0,19000000,19000000.0,7.0,19040.0,2.0,2.0
"Rajesh White City, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,700.0,486.0,2.0,1,13000000,130000.0,40.0,18570.0,1.0,1.0
"Gurukrupa Nigam, Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Unfurnished,1190.0,992.0,3.0,1,29000000,0.0,16.0,24370.0,3.0,3.0
"Transcon Triumph Tower 1, Veer Desai Industrial Estate, Andheri West, Mumbai",Ready to move,Semi Furnished,1200.0,900.0,2.0,1,40500000,400000.0,36.0,33750.0,2.0,2.0
"CALL FOR NAME, Cumballa Hill, Mumbai",Ready to move,Fully Furnished,1900.0,1493.827175,1.0,2,89900000,89900000.0,6.0,47310.0,3.0,4.0
"Supreme Lake Florence, Powai, Mumbai",Ready to move,Fully Furnished,550.0,420.0,2.0,1,14500000,140000.0,14.0,26360.0,1.0,1.0
"Sky chs, Dadar West, Mumbai",Ready to move,Unfurnished,680.0,679.2963829,1.0,1,21500000,21500000.0,22.0,31620.0,1.0,2.0
"Sheth Beaumonte Tower B Phase 1 Building No 10, Sion East, Sion, Mumbai",Ready to move,Unfurnished,1400.0,1278.0,3.0,2,60000000,600000.0,41.0,42860.0,3.0,3.0
"Peninsula Celestia Spaces, Abhyudaya Nagar, Parel, Mumbai",Ready to move,Fully Furnished,1480.0,1233.0,3.0,2,61000000,610000.0,63.0,41220.0,3.0,3.0
"Ratna deep bilding, Daulat Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,580.0,436.6016797,1.0,0,11500000,11500000.0,7.0,19830.0,1.0,2.0
"Shree Anand Plaza, Anand Nagar, Bhayandar East, Mumbai",Ready to move,Semi Furnished,695.0,450.0,2.0,1,7000000,150000.0,10.0,10070.0,1.0,1.0
"Runwal Greens, Hira Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1225.0,925.0,3.0,1,26300000,260000.0,36.0,21470.0,3.0,3.0
"Sunrise, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1250.0,956.0,3.0,1,25100000,12198.06712,7.0,20080.0,3.0,3.0
"Near Infinity mall, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1250.0,921.2005862,1.0,1,28500000,28500000.0,24.0,22800.0,3.0,3.0
"Haware Intelligentia Infinity, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,590.0,398.0,2.0,1,10000000,100000.0,17.0,16950.0,1.0,1.0
"Veena Senterio, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,500.0,420.0,2.0,1,9627000,0.0,26.0,19250.0,1.0,1.0
"Kamgar Colony, Mulund West, Mumbai",Ready to move,Semi Furnished,1415.0,996.9601377,1.0,2,31000000,31000000.0,21.0,21910.0,3.0,3.0
"Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,610.0,427.0,2.0,0,11000000,0.0,7.0,18030.0,1.0,1.0
"Ashok Nagar, Juhu, Mumbai",Ready to move,Semi Furnished,2001.0,1999.998597,1.0,1,110000000,110000000.0,9.0,54970.0,4.0,4.0
"Acropolis, Global City, Virar West, Mumbai",Ready to move,Unfurnished,935.0,610.0,1.0,1,4700000,59999.0,15.0,5030.0,2.0,2.0
"Rashmi Garden, Evershine City, Vasai East, Mumbai",Ready to move,Semi Furnished,650.0,432.0,2.0,1,4500000,74163.70566,7.0,6920.0,2.0,2.0
"Artteza, Potohar Nagar, Santacruz West, Mumbai",Ready to move,Unfurnished,774.0,674.0,2.0,1,31000000,0.0,9.0,40050.0,2.0,2.0
"Raheja Willows, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,1100.0,800.0,2.0,1,15500000,160000.0,21.0,14090.0,2.0,2.0
"Bhoomi Enclave, Sector 1 Charkop, Kandivali West, Mumbai",Ready to move,Fully Furnished,1200.0,998.0,3.0,1,37000000,370000.0,7.0,30830.0,3.0,3.0
"Sunteck City Avenue 2, Mahatma Jyotiba Phule Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,1000.0,921.0,2.0,1,35000000,350000.0,32.0,35000.0,3.0,3.0
"D.N.Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,667.0,941.4487275,1.0,1,25500000,25500000.0,15.0,38230.0,2.0,2.0
"JK IRIS, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,756.0,525.0,2.0,1,7000000,0.0,16.0,9260.0,1.0,1.0
"Lokhandwala Alica Nagar, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,525.0,450.0,2.0,1,12000000,0.0,7.0,22860.0,1.0,1.0
"Pandurang Wadi, Goregaon East, Mumbai",Ready to move,Fully Furnished,827.0,736.0152274,1.0,1,24100000,24100000.0,10.0,29080.0,3.0,2.0
"Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Unfurnished,3000.0,1964.06133,1.0,3,111100000,111100000.0,9.0,37030.0,4.0,4.0
"MICL Aaradhya Highpark, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,590.0,480.0,2.0,1,9550000,150000.0,30.0,16190.0,1.0,1.0
"Heritage Arunoday Heritage, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,720.0,670.0,2.0,1,16500000,160000.0,18.0,22920.0,2.0,2.0
"Sun Asmita Sand Dunes, Sunder Nagar, Malad West, Mumbai",Ready to move,Unfurnished,1350.0,1127.0,3.0,2,35000000,350000.0,20.0,25930.0,3.0,3.0
"Runwal Greens, Hira Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1355.0,1055.0,3.0,2,30500000,300000.0,36.0,22510.0,3.0,3.0
"Oshiwara, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,1450.0,1107.106682,1.0,1,42000000,42000000.0,7.0,28960.0,3.0,3.0
"Sea Gundecha Trillium, Thakur Village, Kandivali East, Mumbai",Ready to move,Fully Furnished,1050.0,844.0,2.0,1,31500000,310000.0,20.0,30000.0,2.0,2.0
"angle tower, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,1650.0,1083.07324,1.0,2,32000000,32000000.0,10.0,19390.0,4.0,4.0
"Sun Nidhi Park, Yashvant Viva TownShip, Vasai East, Mumbai",Ready to move,Unfurnished,840.0,600.0,3.0,1,6500000,130000.0,7.0,7740.0,3.0,3.0
"Oberoi Sky City Tower, Kulupwadi, Borivali East, Mumbai",Ready to move,Unfurnished,1900.0,1395.626289,1.0,2,65000000,65000000.0,61.0,34210.0,4.0,4.0
"Narayan Sitaram Residency, Daulat Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,759.0,659.0,2.0,1,18000000,180000.0,9.0,23710.0,2.0,2.0
"SAI PRADNYA CHS, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,650.0,592.958114,1.0,1,13000000,13000000.0,16.0,20000.0,1.0,1.0
"Raheja Willows, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Semi Furnished,1010.0,750.0,2.0,1,19500000,189999.9814,21.0,19310.0,2.0,2.0
"Naigaon East, Mumbai",Ready to move,Unfurnished,500.0,470.0000253,2.0,1,2300000,45956.99748,7.0,4600.0,1.0,1.0
"Vision Heights, Khan Estate, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,652.0,522.0,2.0,1,13000000,130000.0,24.0,19940.0,1.0,1.0
"Munshi Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,500.0,348.638648,2.0,1,12000000,12000000.0,15.0,24000.0,1.0,2.0
"Indiabulls Sky Forest A3, Parel, Mumbai",Ready to move,Unfurnished,3100.0,3000.0,2.0,6,115000000,1150000.0,55.0,37100.0,4.0,4.0
"Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Unfurnished,1850.0,1294.182267,1.0,2,69500000,69500000.0,9.0,37570.0,3.0,4.0
"Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai",Ready to move,Unfurnished,500.0,611.6659307,1.0,1,18000000,18000000.0,9.0,36000.0,1.0,2.0
"Seven Eleven Apna Ghar, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,285.0,354.9876368,1.0,1,2600000,0.0,15.0,9120.0,1.0,1.0
"Nahar Jonquille and Jamaica, Hiranandani Gardens, Powai, Mumbai",Ready to move,Unfurnished,975.0,630.0,2.0,1,20000000,200000.0,20.0,20510.0,2.0,2.0
"Ananta Vardhman Nagar, Tembhode, Palghar, Mumbai",Ready to move,Unfurnished,630.0,410.0,1.0,1,1850000,0.0,4.0,2940.0,1.0,1.0
"Kalpataru Crest, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,999.0,805.0,2.0,1,19500000,190000.0,36.0,19520.0,2.0,2.0
"Rajesh White City, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,820.0,643.0,2.0,1,18000000,180000.0,40.0,21950.0,2.0,2.0
"Lokhandwala Highland, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,1100.0,707.1414411,1.0,1,17500000,180000.0,7.0,15910.0,3.0,3.0
"Sai Sindhu Casita Enclave, Naigaon East, Mumbai",Ready to move,Unfurnished,610.0,400.0,1.0,1,3300000,58279.88039,7.0,5410.0,1.0,1.0
"Furnished flat, Devki Nagar, Borivali West, Mumbai",Ready to move,Fully Furnished,600.0,493.6585438,1.0,1,11000000,11000000.0,17.0,18330.0,1.0,2.0
"Impact Silicon Park, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Semi Furnished,580.0,450.0,2.0,0,8500000,85000.0,17.0,14650.0,1.0,1.0
"Lodha Primero, Royal Western India Turf Club, Mahalakshmi, Mumbai",Ready to move,Semi Furnished,1550.0,1250.0,3.0,0,62500000,630000.0,52.0,40320.0,3.0,3.0
"GODREJ CENTRAL SHELL TOWER, Indira Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1320.0,702.0027595,1.0,1,21500000,21500000.0,15.0,16290.0,3.0,2.0
"Radius Epitome at Imperial Heights, Best Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,3780.0,3150.0,5.0,3,115000000,1150000.0,42.0,30420.0,4.0,4.0
"Gurukrupa Marina Enclave Wings Q And R With Kindergarten Phase IV, Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,650.0,445.0,2.0,1,9900000,0.0,23.0,15230.0,1.0,1.0
"Adani Western Heights, Bhudargarh Colony, Andheri West, Mumbai",Ready to move,Semi Furnished,2000.0,1445.182971,3.0,2,53000000,550000.0,28.0,26500.0,3.0,3.0
"Godrej Central, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Semi Furnished,1345.0,1165.0,3.0,2,26900000,0.0,15.0,20000.0,3.0,3.0
"Godrej Prime, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1380.0,1076.0,3.0,1,35000000,14472818.19,15.0,25360.0,3.0,3.0
"Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1800.0,1200.0,3.0,1,40000000,400000.0,15.0,22220.0,3.0,3.0
"Rp roa, Siddharth Nagar, Mulund West, Mumbai",Ready to move,Fully Furnished,500.0,368.6461549,1.0,0,9000000,69968.26394,7.0,18000.0,1.0,2.0
"Veena Crest, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1200.0,953.0,3.0,2,31900000,0.0,20.0,26580.0,3.0,3.0
"Romell Serenity, Anand Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1300.0,1050.0,3.0,1,24000000,240000.0,16.0,18460.0,3.0,3.0
"Bliss kasa, Priyadarshini Society, Dadar West, Mumbai",Ready to move,Fully Furnished,600.0,683.6726354,1.0,1,21000000,21000000.0,22.0,35000.0,1.0,2.0
"Sunteck West World, Naigaon East, Mumbai",Ready to move,Unfurnished,610.0,392.0,2.0,1,3347000,25440.93462,22.0,5490.0,1.0,1.0
"Kanakia Park, Saraf Chaudhary Nagar, Kandivali East, Mumbai",Ready to move,Semi Furnished,585.0,430.0,1.0,1,9600000,96000.00354,7.0,16410.0,1.0,1.0
"Lodha Aqua, Pandurang Wadi, Mira Road East, Mumbai",Ready to move,Fully Furnished,1395.0,1012.0,3.0,1,20500000,200000.0,16.0,14700.0,3.0,3.0
"Vakola, Santacruz East, Mumbai",Ready to move,Semi Furnished,875.0,775.4740117,1.0,1,27000000,27000000.0,8.0,30860.0,2.0,2.0
"Cypress mulund, Vasant Oscar, Mulund West, Mumbai",Ready to move,Fully Furnished,825.0,645.0482966,1.0,1,17000000,17000000.0,7.0,20610.0,2.0,2.0
"Susharda Celestial, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,830.0,630.0,2.0,2,14500000,160000.0,22.0,17470.0,2.0,2.0
"Shivom Press Encalve, Asara Colony, Borivali East, Mumbai",Ready to move,Unfurnished,760.0,557.112225,1.0,1,17500000,17500000.0,22.0,23030.0,2.0,2.0
"Apollo Bandar, Colaba, Mumbai",Ready to move,Semi Furnished,800.0,926.4656678,1.0,0,35000000,35000000.0,15.0,43750.0,2.0,2.0
"Spenta Alta Vista, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1100.0,950.0,3.0,2,28000000,300000.0,23.0,25450.0,3.0,3.0
"K D Saicon, Juchandra, Naigaon East, Mumbai",Ready to move,Unfurnished,950.0,650.767648,3.0,1,4500000,407.4406195,4.0,4740.0,2.0,2.0
"Kanakia Challenger, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,980.0,800.0,3.0,3,33000000,30957811.13,38.0,33670.0,3.0,3.0
"Omkar Alta Monte, Kokanipada, Malad East, Mumbai",Ready to move,Unfurnished,3411.0,3311.0,3.0,1,95000000,950000.0,57.0,27850.0,3.0,3.0
"Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,530.0,400.4473424,1.0,0,12000000,12000000.0,12.0,22640.0,1.0,2.0
"Supreme Lake Primrose, Tirandaz, Powai, Mumbai",Ready to move,Semi Furnished,987.0,650.0,2.0,1,22000000,220000.0,20.0,22290.0,2.0,2.0
"Babhai, Borivali West, Mumbai",Ready to move,Fully Furnished,1001.0,879.9378561,1.0,1,23500000,23500000.0,9.0,23480.0,2.0,2.0
"Prabhat CHS, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,350.0,369.6394466,1.0,0,9000000,85004.91954,12.0,25710.0,1.0,2.0
