Buildup_area,Carpet_area,Bathrooms,Parking,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms,Price_Category
1300.0,1050.0,4.0,1,360000.0,43.0,27770.0,4.0,4.0,Very High
1222.0,694.8856531,1.53690517,1,16500000.0,20.0,13500.0,2.0,2.000000102,Medium
1200.0,938.783941,1.0,1,24200000.0,9.0,20170.0,3.0,3.0,High
1050.0,743.5181392,2.0,1,130361.9819,16.0,10950.0,2.0,2.0,Medium
625.0,387.4775053,2.0,1,836.2448889,18.0,12800.0,1.0,2.0,Low
846.0,652.0,2.0,0,200000.0,21.0,13000.0,1.0,1.0,Medium
650.0,592.958114,1.0,1,13000000.0,16.0,20000.0,1.0,1.0,Medium
1650.0,1083.07324,1.0,2,32000000.0,10.0,19390.0,4.0,4.0,High
1488.0,1079.0,3.0,2,0.0,28.0,24190.0,3.0,3.0,Very High
980.0,880.0,2.0,1,37215967.62,27.0,42860.0,3.0,3.0,Very High
1239.0,1127.0,3.0,2,400000.0,60.0,32280.0,3.0,3.0,Very High
3500.0,3147.899691,1.0,2,109978511.2,39.0,31430.0,3.0,3.0,Very High
1020.0,630.0,2.0,1,220000.0,30.0,11270.0,2.0,2.0,Medium
550.0,427.8749581,1.0,1,96000.00466,7.0,17450.0,1.0,1.0,Low
926.0,703.0,2.0,1,250000.0,13.0,26460.0,2.0,2.0,High
880.0,437.7374266,1.0,0,11900000.0,21.0,13520.0,2.0,2.0,Medium
1450.0,1200.0,3.0,2,330000.0,16.0,22410.0,4.0,4.0,High
1400.0,1584.194242,1.0,1,67500000.0,20.0,48210.0,3.0,3.0,Very High
1050.0,711.0,2.0,1,0.0,21.0,7610.0,2.0,2.0,Low
1200.0,1050.0,3.0,2,0.0,7.0,35420.0,3.0,3.0,Very High
396.0,235.1063998,2.0,1,0.0,15.0,11360.0,1.0,1.0,Low
1365.0,1315.0,3.0,3,17948085.11,15.0,47620.0,3.0,3.0,Very High
700.0,426.0,2.0,1,100000.0,21.0,14290.0,1.0,1.0,Low
504.0,467.8422278,3.0,1,100000.0,15.0,9040.0,1.0,2.0,Low
540.0,380.0,1.0,1,160000.0,22.0,29630.0,1.0,1.0,Medium
630.0,380.0,1.0,1,0.0,7.0,5080.0,1.0,1.0,Low
950.0,690.0,2.0,1,210000.0,28.0,22110.0,2.0,2.0,High
606.0,426.0,2.0,1,0.0,16.0,14520.0,1.0,1.0,Low
600.0,449.8129754,1.0,0,149656.0448,9.0,12170.0,1.0,1.0,Low
3000.0,2618.937989,2.0,2,150000000.0,30.0,50000.0,4.0,2.0,Very High
1400.0,1200.0,3.0,2,370000.0,20.0,26430.0,3.0,3.0,Very High
1121.0,801.0,2.0,1,0.0,12.0,19890.0,2.0,2.0,High
925.0,728.0,2.0,1,200000.0,27.0,22160.0,2.0,2.0,High
640.0,400.0,1.0,1,65000.0,11.0,5080.0,1.0,1.0,Low
810.0,646.8127047,2.0,1,15000000.0,14.0,18520.0,2.0,2.0,Medium
2400.0,2100.0,3.0,2,720000.0,48.0,30000.0,3.0,3.0,Very High
1000.0,468.7324567,1.463032203,1,13100000.0,16.0,13100.0,2.0,2.0,Medium
4500.0,2200.0,4.0,2,1100000.0,22.0,24440.0,4.0,4.0,Very High
2660.0,1752.370823,5.0,7,1900000.0,50.0,47860.0,6.0,6.0,Very High
1200.0,992.0403983,1.0,1,45000000.0,12.0,37500.0,3.0,3.0,Very High
600.0,407.0,1.0,1,0.0,15.0,5750.0,1.0,1.0,Low
905.0,564.5606783,3.0,0,80236.55366,9.0,4750.0,2.0,1.0,Low
1850.0,1350.0,3.0,2,900000.0,23.0,50000.0,3.0,3.0,Very High
980.0,700.0,2.0,1,130000.0,12.0,11530.0,2.0,2.0,Medium
950.0,777.2416032,1.0,1,31500000.0,10.0,33160.0,2.0,2.0,High
650.0,410.0,2.0,1,95832.1602,27.0,11540.0,1.0,1.0,Low
990.0,680.0,2.0,3,76000.0,12.0,3840.0,2.0,2.0,Low
730.0,491.3403416,1.16628629,1,75155.94709,7.0,12190.0,2.0,1.0,Low
780.0,748.6739688,1.0,1,22800000.0,47.0,29230.0,2.0,2.0,High
2600.0,2000.0,3.0,2,840000.0,91.0,32310.0,3.0,3.0,Very High
880.0,720.0,2.0,1,210000.0,20.0,24430.0,2.0,2.0,High
3000.0,2900.0,5.0,3,2100000.0,77.0,70000.0,7.0,7.0,Very High
1250.0,1073.025713,1.0,2,52000000.0,52.0,41600.0,3.0,3.0,Very High
1209.0,1090.0,3.0,2,350000.0,52.0,28540.0,3.0,3.0,High
1400.0,1925.480833,1.0,1,79000000.0,21.0,56430.0,3.0,3.0,Very High
1340.0,893.0,2.0,1,480000.0,77.0,35450.0,2.0,2.0,Very High
1400.0,1733.855298,1.0,1,120000000.0,11.0,85710.0,3.0,3.0,Very High
980.0,661.5415822,1.0,1,49116.66151,12.0,10000.0,2.0,2.0,Low
915.0,750.0,2.0,1,92256.88215,4.0,7320.0,2.0,2.0,Low
1360.0,701.3255773,1.0,1,21500000.0,15.0,15810.0,3.0,2.0,High
987.0,650.0,2.0,1,270000.0,21.0,27360.0,2.0,2.0,High
730.0,670.6812437,1.0,1,27500000.0,10.0,37670.0,2.0,2.0,High
550.0,350.0,1.0,1,0.0,14.0,6360.0,1.0,1.0,Low
588.0,441.0,2.0,1,0.0,17.0,17350.0,1.0,1.0,Low
525.0,430.000571,1.0,0,11000000.0,15.0,20950.0,1.0,2.0,Medium
1000.0,849.5936915,1.0,2,26000000.0,15.0,26000.0,3.0,3.0,High
750.0,577.3200681,1.0,2,17500000.0,42.0,23330.0,2.0,2.0,Medium
650.0,436.0659274,1.0,1,11900000.0,9.0,18310.0,1.0,2.0,Medium
570.0,402.8988383,1.0,1,41090.06855,7.0,11750.0,1.0,2.0,Low
535.0,374.0,1.0,1,10400.51211,14.0,4900.0,1.0,1.0,Low
1440.0,1105.005409,1.0,1,39000000.0,10.0,27080.0,3.0,3.0,Very High
1000.0,864.4675663,1.0,1,27000000.0,18.0,27000.0,2.0,2.0,High
570.0,425.0,2.0,1,0.0,21.0,7880.0,1.0,1.0,Low
700.0,505.0,2.0,0,120000.0,18.0,17140.0,1.0,1.0,Medium
600.0,415.0,1.0,1,140000.0,21.0,23330.0,1.0,1.0,Medium
1600.0,1250.0,3.0,2,430000.0,21.0,26560.0,3.0,3.0,Very High
1230.0,824.3611267,1.0,0,25000000.0,15.0,20320.0,3.0,4.0,High
850.0,500.0,2.0,2,140000.0,23.0,16470.0,1.5,2.0,Medium
999.0,805.0,2.0,1,190000.0,36.0,19520.0,2.0,2.0,High
990.0,652.0,2.0,2,150000.0,23.0,10610.0,2.0,2.0,Medium
912.0,730.0,2.0,1,290000.0,12.0,31800.0,2.0,2.0,High
1050.0,906.0,2.0,2,0.0,40.0,29330.0,2.0,2.0,High
1010.0,718.0,2.0,1,190000.0,21.0,18320.0,2.0,2.0,Medium
800.0,700.0,2.0,2,160000.0,30.0,20630.0,2.0,2.0,Medium
1073.0,1073.0,2.0,2,450000.0,63.0,41940.0,3.0,3.0,Very High
1800.0,1150.0,3.0,1,350000.0,15.0,21110.0,3.0,3.0,Very High
565.0,514.8855649,1.0,1,16200000.0,18.0,28670.0,2.0,2.0,Medium
2550.0,2000.0,2.0,2,1050000.0,67.0,41180.0,4.0,4.0,Very High
750.0,636.0,2.0,2,240000.0,7.0,32000.0,2.0,2.0,High
1164.0,1000.0,3.0,5,290000.0,15.0,24480.0,3.0,3.0,High
1000.0,700.0,2.0,0,230000.0,12.0,22500.0,2.0,2.0,High
650.0,432.0,2.0,1,74163.70566,7.0,6920.0,2.0,2.0,Low
750.0,649.9992078,1.0,1,15000000.0,8.0,20000.0,2.0,2.0,Medium
426.0,305.0,1.0,1,50000.0,24.0,12240.0,1.0,1.0,Low
1113.0,891.0,2.0,1,13897305.09,45.0,28080.0,2.0,2.0,High
960.0,892.7744785,1.0,1,24900000.0,20.0,25940.0,2.0,1.0,High
970.0,630.0,2.0,1,190000.0,20.0,19790.0,2.0,2.0,High
2319.0,1546.0,5.0,3,1000000.0,77.0,43120.0,4.0,4.0,Very High
655.0,455.0,1.0,1,120000.0,22.0,18020.0,1.0,1.0,Medium
1600.0,1060.000735,1.0,2,38500000.0,7.0,24060.0,3.0,3.0,Very High
955.0,710.0,2.0,1,190000.0,18.0,19110.0,2.0,2.0,Medium
730.0,685.479166,1.0,1,19500000.0,13.0,26710.0,2.0,2.0,High
1096.0,913.0,2.0,1,650000.0,36.0,29930.0,2.0,2.0,High
1077.0,659.0,2.0,1,130000.0,31.0,11980.0,2.0,2.0,Medium
1300.0,854.0,2.0,1,250000.0,22.0,19230.0,2.0,2.0,High
1350.0,1073.0,3.0,4,420000.0,61.0,31110.0,3.0,3.0,Very High
735.0,635.0,2.0,1,0.0,18.0,25310.0,2.0,2.0,Medium
1450.0,1030.0,3.0,1,23130933.49,21.0,16140.0,3.0,3.0,High
805.0,732.0,2.0,1,210000.0,38.0,26090.0,2.0,2.0,High
3200.0,2334.653937,2.342457868,3,140000000.0,14.0,43750.0,4.0,4.0,Very High
750.0,545.0,1.0,0,330000.0,3.0,43330.0,1.0,1.0,High
1500.0,1183.960738,1.0,2,39900000.0,45.0,26600.0,3.0,3.0,Very High
1440.0,1100.004418,1.0,2,361206.2076,8.0,24300.0,3.0,3.0,Very High
1760.0,1298.0,3.0,3,630000.0,18.0,35510.0,3.0,3.0,Very High
920.0,1227.938885,1.0,1,40000000.0,8.0,43480.0,2.0,2.0,Very High
1125.0,708.6311651,1.0,1,21500000.0,7.0,19110.0,2.0,2.0,High
585.0,419.0,2.0,0,60000.0,19.0,9060.0,1.0,1.0,Low
869.0,757.5641911,2.0,1,22000000.0,25.0,25320.0,2.0,2.0,High
1000.0,861.0,3.0,0,280000.0,21.0,27500.0,3.0,3.0,High
866.0,789.8376001,1.0,1,4019723.797,22.0,30020.0,2.0,2.0,High
540.0,353.3913522,1.0,1,0.0,4.0,1440.0,1.0,1.0,Low
780.0,655.0,2.0,1,190000.0,8.0,24360.0,2.0,2.0,Medium
695.0,450.0,2.0,2,75000.0,7.0,10790.0,1.0,1.0,Low
850.0,624.0,2.0,1,0.0,7.0,16230.0,2.0,2.0,Medium
2500.0,2042.88239,2.0,5,120000000.0,39.0,48000.0,4.0,4.0,Very High
1000.0,853.9566818,1.0,1,24000000.0,7.0,24000.0,2.0,2.0,High
550.0,450.0,1.0,1,98000.0,20.0,17820.0,1.0,1.0,Low
1231.0,1131.0,3.0,1,0.0,36.0,32490.0,3.0,3.0,Very High
1513.0,1164.0,3.0,2,390000.0,24.0,25780.0,3.0,3.0,Very High
715.0,646.156397,1.0,1,16900000.0,11.0,23640.0,2.0,2.0,Medium
1295.0,1005.0,3.0,2,340000.0,38.0,26250.0,3.0,3.0,High
850.0,650.0,2.0,1,0.0,20.0,21760.0,2.0,2.0,Medium
900.0,650.0,2.0,1,170000.0,8.0,19000.0,2.0,2.0,Medium
545.0,381.0,1.0,2,0.0,9.0,4950.0,1.0,1.0,Low
1965.0,1512.0,4.0,2,620000.0,24.0,31550.0,4.0,4.0,Very High
705.0,450.0,2.0,1,61000.0,14.0,9290.0,1.0,1.0,Low
650.0,445.0,2.0,1,0.0,23.0,15230.0,1.0,1.0,Low
550.0,450.0,1.0,1,110000.0,16.0,19090.0,1.0,1.0,Medium
880.0,650.139689,1.0,1,14000000.0,6.0,15910.0,2.0,1.0,Medium
410.0,305.0,1.0,0,52000.0,24.0,12680.0,1.0,1.0,Low
530.0,400.0,2.0,0,90000.0,22.0,16790.0,1.0,1.0,Low
1230.0,724.0,2.0,1,240000.0,19.0,19110.0,2.0,2.0,High
550.0,320.0,2.0,1,0.000851005,26.0,9800.0,1.0,1.0,Low
900.0,784.0,2.0,1,210000.0,22.0,23330.0,3.0,3.0,High
1000.0,840.0,2.0,1,240000.0,20.0,24000.0,2.0,2.0,High
1060.0,650.0,2.0,2,100000.0,19.0,11320.0,2.0,2.0,Medium
2125.0,1864.992459,2.0,2,800000.0,28.0,37650.0,3.0,4.0,Very High
1250.0,870.0,2.0,1,260000.0,23.0,20800.0,2.0,2.0,High
1300.0,1000.0,3.0,2,330000.0,23.0,25380.0,3.0,3.0,High
900.0,750.0,2.0,1,0.0,12.0,30000.0,2.0,2.0,High
950.0,762.3622333,1.0,2,20000000.0,9.0,21050.0,2.0,2.0,High
724.0,595.7945358,1.0,1,17000000.0,12.0,23480.0,2.0,2.0,Medium
850.0,670.0,2.0,2,180000.0,18.0,20590.0,2.0,2.0,Medium
600.0,430.0,1.0,2,95000.0,16.0,15830.0,1.0,1.0,Low
2500.0,1351.075406,1.0,1,68000000.0,10.0,27200.0,3.0,3.0,Very High
1860.0,1836.0,3.0,1,920000.0,48.0,49460.0,3.0,3.0,Very High
930.0,775.0,2.0,1,260000.0,12.0,28490.0,2.0,2.0,High
700.0,449.3298685,3.0,0,39537.74475,19.0,10710.0,1.0,2.0,Low
700.0,700.0,2.0,1,190000.0,18.0,22920.0,2.0,2.0,Medium
748.0,448.0,2.0,1,91000.0,13.0,12160.0,1.0,1.0,Low
1000.0,686.0266003,2.0,1,120614.7813,7.0,12000.0,2.0,2.0,Medium
1250.0,864.0,2.0,1,300000.0,36.0,24000.0,2.0,2.0,High
1611.0,1630.733741,1.0,2,76500000.0,64.0,47490.0,3.0,3.0,Very High
610.0,392.0,1.0,1,25572.54861,22.0,5680.0,1.0,1.0,Low
650.0,550.0,2.0,2,140000.0,16.0,21540.0,2.0,2.0,Medium
820.0,619.0,2.0,1,140000.0,14.0,17070.0,2.0,2.0,Medium
1000.0,611.4156323,2.0,1,0.0,7.0,7000.0,2.0,2.0,Low
1000.0,707.0,2.0,1,170000.0,21.0,16800.0,2.0,2.0,Medium
1150.0,1000.0,2.0,1,580000.0,8.0,50000.0,2.0,2.0,Very High
485.0,395.2029076,1.0,0,67523.82096,7.0,18560.0,1.0,1.0,Low
1150.0,870.0,3.0,1,250000.0,8.0,21740.0,3.0,3.0,High
559.0,459.0,2.0,1,90000.0,7.0,16100.0,1.0,1.0,Low
550.0,405.0150219,1.0,1,0.0,40.0,20910.0,1.0,2.0,Medium
587.0,452.0,1.0,0,0.0,17.0,17040.0,1.0,1.0,Low
540.0,360.0,1.0,1,30584.27226,9.0,4630.0,1.0,1.0,Low
700.0,535.0,2.0,1,160000.0,50.0,22140.0,2.0,2.0,Medium
1450.0,1224.071045,1.0,1,45000000.0,24.0,31030.0,3.0,3.0,Very High
1375.0,1072.407538,1.0,1,32500000.0,7.0,23640.0,3.0,3.0,High
620.0,507.539932,3.0,1,76000.0,7.0,6130.0,1.0,1.0,Low
1260.0,930.0,2.0,1,340000.0,40.0,26980.0,2.0,2.0,High
730.0,630.0,2.0,1,140000.0,18.0,19180.0,2.0,2.0,Medium
1212.0,1111.0,2.0,1,0.0,14.0,15260.0,2.0,2.0,Medium
980.0,575.0,2.0,1,0.0,21.0,12240.0,2.0,2.0,Medium
1080.0,865.0,3.0,1,0.0,22.0,30090.0,3.0,3.0,High
1062.0,911.0,3.0,1,210000.0,23.0,19400.0,3.0,3.0,High
786.0,748.4141614,1.0,1,20500000.0,16.0,26080.0,2.0,2.0,High
1000.0,613.0,2.0,1,0.0,22.0,10600.0,2.0,2.0,Medium
2300.0,1999.999808,1.0,2,110000000.0,14.0,47830.0,4.0,4.0,Very High
800.0,700.0,2.0,1,310000.0,10.0,39380.0,2.0,2.0,High
610.0,392.0,1.0,1,41997.0053,22.0,5780.0,1.0,1.0,Low
1292.0,1192.0,3.0,1,330000.0,23.0,25540.0,4.0,4.0,High
2000.0,1599.993087,1.0,2,72500000.0,15.0,36250.0,4.0,5.0,Very High
840.0,625.3388771,1.0,1,17500000.0,9.0,20830.0,2.0,2.0,Medium
1550.0,1387.492879,1.0,2,49600000.0,62.0,32000.0,3.0,3.0,Very High
1800.0,1366.989643,2.0,2,70000000.0,22.0,38890.0,3.0,3.0,Very High
650.0,400.0,2.0,1,61030.86028,7.0,9230.0,1.0,1.0,Low
900.0,689.0,2.0,2,105470.9059,22.0,10420.0,2.0,2.0,Low
510.0,400.0,2.0,2,2373026.778,19.0,19610.0,1.0,1.0,Low
750.0,650.0,2.0,1,160000.0,7.0,20670.0,2.0,2.0,Medium
590.0,435.0,2.0,0,110000.0,7.0,18140.0,1.0,1.0,Medium
550.0,435.0,2.0,1,97894.98403,21.0,17270.0,1.0,1.0,Low
1205.0,1105.0,2.0,2,15915659.54,16.0,31120.0,3.0,3.0,Very High
620.0,450.0,2.0,1,64281.05272,7.0,10970.0,1.0,1.0,Low
755.0,547.0,1.0,1,79935.59259,23.0,6490.0,2.0,2.0,Low
1000.0,725.0,2.0,1,160000.0,21.0,16500.0,2.0,2.0,Medium
1470.0,1050.0,3.0,3,580000.0,14.0,39120.0,3.0,3.0,Very High
520.0,420.0535583,1.0,1,17000000.0,23.0,32690.0,1.0,2.0,Medium
900.0,668.9953454,1.290036682,1,77732.50052,7.0,9440.0,2.0,3.0,Low
444.0,360.0,1.0,2,0.0,7.0,5860.0,1.0,1.0,Low
960.0,481.2408614,1.0,1,22500000.0,7.0,23440.0,2.0,2.0,High
1610.0,1400.0,3.0,0,0.0,12.0,25960.0,3.0,3.0,Very High
2500.0,1900.0,3.0,3,730000.0,16.0,29000.0,4.0,4.0,Very High
660.0,660.0,2.0,0,230000.0,14.0,34850.0,2.0,2.0,High
999.0,797.0,2.0,1,210000.0,36.0,21020.0,2.0,2.0,High
900.0,689.9965309,1.0,0,22500000.0,17.0,25000.0,2.0,2.0,High
700.0,440.0,2.0,1,197181.2677,13.0,12860.0,1.0,1.0,Low
500.0,375.0,1.0,0,95000.0,12.0,19000.0,1.0,1.0,Low
1350.0,950.0,3.0,1,300000.0,16.0,22960.0,3.0,3.0,High
1000.0,950.0,3.0,2,400000.0,7.0,40000.0,3.0,3.0,Very High
550.0,424.0,2.0,0,90000.0,6.0,18180.0,1.0,1.0,Low
1320.0,870.1820855,2.0,1,37000000.0,14.0,28030.0,3.0,3.0,Very High
955.0,950.0,2.0,2,280000.0,38.0,29320.0,2.0,2.0,High
3500.0,1280.050881,5.0,3,30000000.0,20.45415742,8570.0,6.0,7.0,High
1750.0,1150.0,3.0,2,335675.6177,38.0,20570.0,3.0,3.0,Very High
1802.0,1502.0,2.0,2,700000.0,16.0,38840.0,3.0,3.0,Very High
1525.0,1077.571759,2.0,1,32500000.0,7.0,21310.0,3.0,3.0,High
1335.0,1200.0,2.0,2,630000.0,30.0,46820.0,2.0,2.0,Very High
1000.0,853.9566818,1.0,1,24000000.0,7.0,24000.0,2.0,2.0,High
300.0,255.0,1.0,1,0.0,7.0,19330.0,1.0,1.0,Low
1000.0,1117.166483,1.0,1,46500000.0,15.0,46500.0,2.0,2.0,Very High
594.0,410.0,2.0,2,0.0,9.0,5050.0,1.0,1.0,Low
1450.0,1584.35168,1.0,2,67500000.0,15.0,46550.0,3.0,3.0,Very High
1690.0,1678.0,3.0,2,1300000.0,28.0,76920.0,3.0,3.0,Very High
630.0,490.0024072,1.0,1,15500000.0,13.0,24600.0,2.0,2.0,Medium
780.0,513.0930167,3.0,1,94695.30223,7.0,12180.0,2.0,2.0,Low
1000.0,1117.166483,1.0,1,46500000.0,15.0,46500.0,2.0,2.0,Very High
3411.0,3311.0,3.0,1,950000.0,57.0,27850.0,3.0,3.0,Very High
1579.0,1316.0,2.0,1,680000.0,15.0,43060.0,3.0,3.0,Very High
1700.0,1700.0,5.0,1,390000.0,25.0,22940.0,4.0,4.0,Very High
1200.0,930.0,3.0,1,19770139.33,23.0,23330.0,3.0,3.0,High
2107.0,2100.0,3.0,2,850000.0,64.0,40340.0,4.0,4.0,Very High
554.0,415.0,2.0,0,100000.0,8.0,18050.0,1.0,1.0,Low
730.0,518.0,2.0,0,0.0,20.0,8570.0,1.0,1.0,Low
650.0,396.0,1.0,1,54000.0,12.0,4150.0,1.0,1.0,Low
1600.0,1150.0,3.0,1,280000.0,13.0,17500.0,3.0,3.0,High
950.0,638.522039,1.0,1,22000000.0,7.0,23160.0,2.0,2.0,High
750.0,431.5858281,1.0,1,77999.9996,2.0,5200.0,1.0,2.0,Low
1260.0,900.0,2.0,2,0.0,22.0,21820.0,2.0,2.0,High
675.0,489.9949725,1.0,0,12500000.0,7.0,18520.0,2.0,2.0,Medium
600.0,600.0,3.0,1,210000.0,12.0,35000.0,3.0,3.0,High
975.0,713.3232775,3.0,2,200000.0,7.0,10770.0,3.0,3.0,Medium
548.0,457.0,2.0,1,190000.0,30.0,17340.0,1.0,1.0,Low
750.0,560.0,2.0,1,150000.0,9.0,19870.0,2.0,2.0,Medium
918.0,680.0,2.0,1,130000.0,36.0,13620.0,2.0,2.0,Medium
550.0,435.1766995,2.0,1,48000.0,7.0,4360.0,1.0,2.0,Low
410.0,390.0,2.0,0,94955.55268,20.0,23170.0,1.0,1.0,Low
650.0,445.0,2.0,1,140000.0,23.0,10310.0,1.0,1.0,Low
900.0,750.0,2.0,1,170000.0,7.0,19110.0,2.0,2.0,Medium
1050.0,700.0,2.0,1,180000.0,7.0,16670.0,2.0,2.0,Medium
1060.0,591.1859971,4.0,1,93000.0,22.0,8770.0,2.0,2.0,Low
1000.0,771.0,2.0,1,180000.0,15.0,17500.0,2.0,2.0,Medium
1700.0,1400.0,3.0,2,290000.0,7.0,8530.0,3.0,3.0,Medium
500.0,393.3004648,1.0,1,33564.25638,9.224090583,18000.0,1.0,2.0,Low
2610.0,2610.898697,1.0,1,150000000.0,9.0,57470.0,4.0,4.0,Very High
1750.0,1250.0,3.0,2,360000.0,18.0,20860.0,3.0,2.0,Very High
940.0,614.4693711,2.0,1,12500000.0,13.0,13300.0,2.0,2.0,Medium
750.0,626.6905686,1.0,1,130000.0,19.0,16670.0,1.0,2.0,Medium
900.0,671.0,2.0,1,230000.0,21.0,25550.0,2.0,2.0,High
580.0,372.2392255,1.585704632,1,58592.2753,5.0,5000.0,1.0,1.0,Low
580.0,392.0,2.0,1,56000.0,7.0,4830.0,1.0,1.0,Low
910.0,714.8807149,1.0,2,20000000.0,58.0,21980.0,2.0,2.0,High
2400.0,1405.0,4.0,2,500000.0,45.0,20630.0,4.0,4.0,Very High
650.0,438.0,2.0,0,160000.0,22.0,23850.0,1.0,1.0,Medium
710.0,486.9709694,1.0,1,11000000.0,22.0,15490.0,1.0,2.0,Medium
1260.0,732.0,2.0,2,190000.0,36.0,15080.0,2.0,2.0,Medium
2265.0,1510.0,2.0,2,440000.0,40.0,19430.0,3.0,3.0,Very High
620.0,415.0,1.0,1,0.0,14.0,5470.0,1.0,1.0,Low
850.0,630.0,2.0,0,180000.0,7.0,21290.0,2.0,2.0,Medium
1395.0,1012.0,3.0,1,200000.0,16.0,14700.0,3.0,3.0,High
1660.0,1300.0,3.0,1,150000.0,12.0,9040.0,3.0,3.0,Medium
1650.0,1350.0,3.0,3,190000.0,16.0,11520.0,3.0,3.0,Medium
1150.0,935.0,3.0,2,8321765.157,16.0,15220.0,3.0,3.0,Medium
1050.0,1407.53083,1.0,1,62500000.0,7.0,59520.0,3.0,3.0,Very High
950.0,950.0,3.0,1,180000.0,23.0,18420.0,3.0,3.0,Medium
610.0,405.0,2.0,1,100000.0,7.0,9340.0,1.0,1.0,Low
1300.0,969.0,3.0,2,3740731.564,22.0,18080.0,3.0,3.0,High
1050.0,933.0,2.0,2,299557.8609,28.0,29050.0,2.0,2.0,High
1150.0,753.0,2.0,2,180000.0,42.0,15220.0,2.0,2.0,Medium
1415.0,1415.0,3.0,2,500000.0,52.0,35340.0,3.0,3.0,Very High
900.0,770.8859618,2.00416107,1,87017.12175,7.0,9670.0,2.0,2.0,Low
1426.0,1400.126144,1.002888938,2,100000000.0,83.0,70130.0,3.0,1.0,Very High
1600.0,1302.210084,1.0,2,65000000.0,16.0,40630.0,3.0,3.0,Very High
786.0,748.4141614,1.0,1,20500000.0,16.0,26080.0,2.0,2.0,High
630.0,385.0,1.0,2,0.0,14.0,5000.0,1.0,1.0,Low
400.0,350.0001043,2.0,0,56630.85847,8.0,7500.0,1.0,1.0,Low
987.0,650.0,2.0,1,220000.0,20.0,22290.0,2.0,2.0,High
1150.0,710.0,2.0,1,180000.0,12.0,15650.0,2.0,2.0,Medium
1800.0,1450.0,3.0,2,500000.0,30.0,27780.0,4.0,4.0,Very High
600.0,569.1220611,1.0,1,20000000.0,3.0,33330.0,2.0,1.0,High
2150.0,1526.0,4.0,3,750000.0,72.0,37210.0,4.0,4.0,Very High
1500.0,1084.0,3.0,1,0.0,36.0,23330.0,3.0,3.0,Very High
1000.0,818.8299207,1.0,1,24100000.0,20.0,24100.0,2.0,2.0,High
1700.0,1693.612518,1.0,2,1600000.0,47.0,94120.0,3.0,3.0,Very High
500.0,354.0,2.0,1,70000.0,18.0,14000.0,1.0,1.0,Low
1200.0,1050.0,3.0,2,380000.0,16.0,31250.0,3.0,3.0,Very High
500.0,260.0,1.0,1,50400.0,14.0,5040.0,1.0,1.0,Low
1980.0,1400.0,3.0,1,420000.0,33.0,20960.0,4.0,4.0,Very High
700.0,500.0,2.0,0,70000.0,15.0,10000.0,1.0,1.0,Low
650.0,570.0,2.0,1,110000.0,21.0,17690.0,2.0,2.0,Medium
2210.0,1700.0,5.0,2,620000.0,23.0,28050.0,4.0,4.0,Very High
1025.0,925.0,2.0,1,76839.91838,6.0,27320.0,3.0,3.0,High
810.0,616.4925496,1.0,1,22500000.0,15.0,27800.0,2.0,2.0,High
1600.0,1203.0,3.0,1,360000.0,40.0,22500.0,3.0,3.0,Very High
820.0,748.8641018,2.0,1,25000000.0,13.0,30490.0,2.0,2.0,High
1360.0,809.0,3.0,2,237646.6945,20.0,17650.0,3.0,3.0,High
900.0,670.0,2.0,2,0.0,12.0,10890.0,2.0,2.0,Low
941.0,900.0,3.0,1,500000.0,8.0,52600.0,3.0,3.0,Very High
585.0,410.0,1.0,1,100000.0,7.0,17090.0,1.0,1.0,Low
600.0,380.0,1.0,1,160000.0,23.0,26670.0,1.0,1.0,Medium
1200.0,875.0,2.0,1,290000.0,7.0,24170.0,3.0,3.0,High
696.0,515.0495136,2.0,0,100000.0,7.0,7180.0,1.0,2.0,Low
1820.0,1449.870089,2.0,2,67000000.0,51.0,36810.0,3.0,3.0,Very High
756.0,512.0,2.0,1,0.0,15.0,9150.0,1.0,1.0,Low
600.0,450.0,1.0,1,49999.0,7.0,4080.0,1.0,1.0,Low
920.0,810.0,2.0,1,250000.0,55.0,24460.0,2.0,2.0,High
1322.0,1682.236653,1.0,1,41400000.0,12.0,31320.0,3.0,3.0,Very High
735.0,456.6258334,2.0,1,108618.886,16.0,12240.0,1.0,2.0,Low
1150.0,900.0,2.0,1,470000.0,16.0,40700.0,3.0,3.0,Very High
1250.0,1150.0,2.0,2,390000.0,14.0,30800.0,3.0,3.0,Very High
650.0,392.0,2.0,0,79999.0,14.0,6460.0,1.0,1.0,Low
1850.0,1424.394651,3.0,2,540000.0,28.0,29190.0,4.0,3.0,Very High
650.0,660.9081747,1.0,2,16500000.0,7.0,25380.0,1.0,2.0,Medium
950.0,800.0,2.0,1,270000.0,9.0,28420.0,2.0,2.0,High
580.0,446.0,1.0,0,120000.0,16.0,20690.0,1.0,1.0,Medium
1350.0,890.0,3.0,2,230000.0,24.0,18520.0,3.0,3.0,High
3500.0,2400.0,3.0,2,850000.0,71.0,24370.0,4.0,4.0,Very High
1600.0,1000.0,3.0,1,270000.0,16.0,20940.0,3.0,3.0,High
700.0,560.0,2.0,1,130000.0,16.0,18570.0,1.0,1.0,Medium
500.0,327.8398488,2.0,1,41750.68797,7.0,4420.0,1.0,1.0,Low
872.0,673.7941076,3.0,1,17747690.7,16.0,21790.0,2.0,2.0,Medium
